Dictionary,Type,Countries
VEKSELBERG Viktor Feixovich,Individual,AU
Vekselberg Viktor Felixovich,Individual,NZ
Veller Alexey,Individual,AU
Veller Alexey Borisovich,Individual,NZ
VERA PIO ABOGNE DE,Individual,AU
Veremeenko Sergey,Individual,AU
Veremeenko Sergey Alekseevich,Individual,NZ
VERKHOVTSEVA Svetlana Yuryevna,Individual,NZ
Vetsianevich Aliaksander Piatrovich,Individual,NZ
VETSIANEVICH Aliaksandr Piatrovich,Individual,AU
Vice Admiral Denis Valentinovich BEREZOVSKIY  ,Individual,AU
Victoria Rodina ,Individual,AU
Viktor Volodymyrovich MEDVEDCHUK ,Individual,AU
VINNIKOV Dmitry Alexandrovich,Individual,NZ
VINOGRADOVA Natalya,Individual,AU
VINOKUROV Alexander Semenovich,Individual,NZ
VINOKUROV Alexandr,Individual,AU
VINOKUROV Vladimir Nikolaevich,Individual,NZ
VINOKUROVA Ekaterina Sergeevna,Individual,AU
VITKO Aleksandr Viktorovich,Individual,AU
VITKO Oleksandr Viktorovych,Individual,AU
Vladimir EVTUSHENKOV ,Individual,AU
Vladimir Grigor'yevich KULISHOV,Individual ,AU
Vladimir Grigorevich KULISHOV,Individual ,AU
Vladimir Grigorjevitj KULISJOV,Individual ,AU
Vladimir Ivanovich YAKUNIN ,Individual,AU
Vladimir USTINOV    ,Individual,AU
Vladimir Vasilevich USTINOV    ,Individual,AU
Vladimirov Nikolay Nikolayevich,Individual,"NZ, AU"
Vladimirov Vladimir Vladimirovich,Individual,"NZ, AU"
Vladislav Reznik ,Individual,AU
Vlasov Vasily,Individual,AU
Vlasov Vasily Maksimovich,Individual,NZ
Vlasova Veronika Valerievna,Individual,"NZ, AU"
Vlastimir Dordević,Individual,AU
Vodianov Roman Mikhailovich,Individual,NZ
Vodolatsky Victor Petrovich,Individual,"NZ, AU"
Vodyanov Roman,Individual,AU
Voinov Oleg Leonidovich,Individual,"NZ, AU"
VOLFOVICH Aleksande,Individual,AU
Volfovich Aleksandr Grigorievich,Individual,NZ
Volfson Ilya,Individual,AU
Volfson Ilya Svetoslavovich,Individual,NZ
VOLODIN Viacheslav Viktorovych,Individual,AU
VOLODIN Vyacheslav,Individual,AU
Volodin Vyacheslav Victorovich,Individual,NZ
VOLODIN Vyacheslav Viktorovich,Individual,AU
Volodomyr Andriyovych KONSTANTYNOV ,Individual,AU
Voloshĭn Oleg Anatoliyovych ,Individual,NZ
VOLOSHYN Oleg Anatoliyovych,Individual,AU
Volotskov Alexey Anatolievich,Individual,NZ
Vorobev Andrey,Individual,AU
VOROBIOV Andrei Yuriiovych,Individual,AU
Vorobyev Andrey Yuryevich,Individual,NZ
Vorobyov Andrey Viktorovich,Individual,NZ
VOROBYOV Andrey Yuryevich,Individual,AU
Vorobyov Yury Leonidovich,Individual,"NZ, AU"
Voronovskiy Anatoliy,Individual,AU
Voronovsky Anatoly Vladimirovich,Individual,NZ
VORONTSOVA Maria  Vladimirovna,Individual,"NZ, AU"
Vostochniy,Individual,AU
VOSTROTIN Valeriy Alexandrovich,Individual,NZ
Vtorygina Elena Andreyevna,Individual,"NZ, AU"
Vujadin Popović,Individual,AU
Vyacheslav Vladimirovich PONOMARYOV ,Individual,AU
Vyatkin Dmitry Fedorovich,Individual,"NZ, AU"
Vyborny Anatoli,Individual,AU
Vyborny Anatoly Borisovich,Individual,NZ
Vysokinsky Alexander Gennadyevich,Individual,"NZ, AU"
Vysotkiy Vladimir  Yurevich ,Individual,NZ
WADOOD Khalid Abdul,Individual,AU
WAGNER Milos,Individual,AU
Wainakh,Individual,AU
Walid Rukan Abd al-Ghaffur al-Majid Al-Tikriti Abu,Individual,AU
Walijan,Individual,AU
Waliullah Nazirullah Aanafi,Individual,AU
Waliullah Nazirullah Hanafi,Individual,AU
WANNOUS Ali,Individual,AU
WANUS Ali,Individual,AU
Warsame Abdirahim Mohamed,Individual,AU
Wasiq Abdul Haq,Individual,AU
Wasseq Abdul-Haq,Individual,AU
Wasserman Anatoly,Individual,AU
Wasserman Anatoly Alexandrovich,Individual,NZ
Wassiq Abdul-Haq,Individual,AU
Watab Ibrahim al-Hassan,Individual,AU
Watban Ibrahim Hassan Al-Tikriti ,Individual,AU
Wazir Ahmed Jan Akhundzada,Individual,AU
Waziri Mohammad Jawad,Individual,AU
Wei LI Fang,Individual,AU
Wenji Jian,Individual,AU
WILLIAM AMURI YAKUTUMBA,Individual ,AU
WILLY NGOMA ,Individual,AU
Win Soe,Individual,AU
Win Vice Senior General Soe,Individual,AU
Wol Santino Deng,Individual,AU
Woo Cho Il,Individual,AU
Wuol Santino Deng,Individual,AU
Yaak Peter Gadet,Individual,AU
Yaak Peter Gatdet,Individual,AU
Yagafarov Azat Ferdinandovich,Individual,"NZ, AU"
Yagubov Gennady Vladimirovich,Individual,"NZ, AU"
Yahia Abdallah Al-Ubaidi ,Individual,AU
Yahia Abou Ammar ,Individual,AU
Yahya Al-SIFAWI,Individual,AU
Yak Peter Gadet,Individual,AU
Yaka Peter Gatdeet,Individual,AU
Yaka Peter Gatdet,Individual,AU
Yakhnyuk Sergey,Individual,AU
Yakhnyuk Sergey Vasilievich,Individual,NZ
Yakubovsky Alexander,Individual,AU
Yakubovsky Alexander Vladimirovich,Individual,NZ
YAKUNIN Vladimir,Individual,AU
YAKUNIN Volodymyr Ivanovych,Individual,AU
Yakushev Mikhail Ilich,Individual,AU
Yakushev Vladimir Vladimirovich,Individual,"NZ, AU"
Yalalov Irek Ishmukhametovich,Individual,"NZ, AU"
Yamin Abdur Rehman Muhammad,Individual,AU
Yampolskaya Elena Alexandrovna,Individual,"NZ, AU"
Yangouvonda Bozize,Individual,AU
Yanukovych Oleksandr  Viktorovych ,Individual,NZ
YANUKOVYCH Victor,Individual,AU
YANUKOVYCH Viktor Fedorovych,Individual,AU
Yanushkevich Valery Ivanovich,Individual,NZ
Yaqoub Mohammad,Individual,AU
Yare Bashir,Individual,AU
YAROSH Petr Grigorvich,Individual,AU
YAROSH Petr Hryyhorovych,Individual,AU
YAROSH Petro Grigorievich,Individual,AU
YAROSH Petro Hryhorovych,Individual,AU
YAROSH Petro Hryhoroych,Individual,AU
Yaroshuk Alexander Georgievich,Individual,"NZ, AU"
Yarovaya Irina Anatolievna,Individual,"NZ, AU"
YARZA Aitzol IRIONDO,Individual,AU
YARZA Aitzol IRONDO,Individual,AU
YASHIN Yury Viktorovich,Individual,NZ
Yasin Abdul Hadi,Individual,AU
Yasin Abdul Rahman,Individual,"NZ, AU"
"Yasin BAYNAH,",Individual,AU
"Yasin BEENAH,",Individual,AU
"Yasin BEENAX,",Individual,AU
"Yasin BENAH,",Individual,AU
"Yasin BEYNAH,",Individual,AU
Yasin Salim,Individual,AU
Yasir Abu,Individual,AU
Yasir Al-Jazari ,Individual,AU
Yasir Hajji,Individual,AU
Yasir Sab’awi Ibrahim Hasan Al-Tikriti,Individual,AU
Yasir Sabawi Ibrahim Hasan Al-Tikriti,Individual,AU
Yasir Sabawi Ibrahim Hassan Al-Tikriti,Individual,AU
Yasser Abu,Individual,AU
Yasser Khalaf Hussein Nazal al-Rawi,Individual,AU
Yasser Sabawi Ibrahim Hasan Al-Tikriti,Individual,AU
"Yassin BAYNAH,",Individual,AU
"Yassin BEENAH,",Individual,AU
"Yassin BEENAX,",Individual,AU
"Yassin BENAH,",Individual,AU
"Yassin BENAX,",Individual,AU
"Yassin BINAH,",Individual,AU
Yassin Sywal (formerly listed as),Individual,AU
Yassir Sabawi Ibrahim Hasan Al-Tikriti,Individual,AU
YATSENKO Victor V.,Individual,AU
YATSENKO Victor Vyacheslavovich,Individual,AU
Yatsenko Viktor  Vyacheslavovich ,Individual,NZ
YATSENKO Viktor Viacheslavovych,Individual,AU
YATSENKO Viktor Vyacheslavovich,Individual,AU
Yatskin Andrey Vladimirovich,Individual,"NZ, AU"
Yaya,Individual,AU
Yazid Mebrak,Individual,AU
Yazid Mibrak,Individual,AU
Yazid Yousif Abu Obayda,Individual,AU
Yefimov Vitaly Borisovich,Individual,NZ
YEHOROV Maksym Borysovych,Individual,AU
Yehya al-Sinwar,Individual,AU
Yekatom Alfred,Individual,AU
YELISEYEV Ilya  Vladimirovich,Individual,NZ
YELISEYEV Sergei Vladimirovich,Individual,AU
YELISEYEV Sergey Vladimirovich,Individual,NZ
Yepishin Andrei Nikolayevich,Individual,"NZ, AU"
YERED Eliezer,Individual,AU
YERED Elisha,Individual,AU
YERZERSKY Nikolay,Individual,AU
Yevmenov Nikolay Anatolyevich,Individual,"NZ, AU"
YEVTUSHENKOV Vladimir,Individual,AU
Yevtyukhova Yelena,Individual,AU
Yevtyukhova Yelena Aleksandrovna,Individual,NZ
Yezersky Nikolay Nikolayevich,Individual,NZ
YEZHIKOV Vladimir,Individual,AU
YEZHIKOV Vladimir Vladimirovich,Individual,NZ
YEZHOVA Maryna Yuriivna,Individual,AU
Yezubov Aleksey,Individual,AU
Yezubov Alexey Petrovich,Individual,NZ
YILMAZ ADEM,Individual,AU
Yol Marial Chanoung,Individual,AU
Yon Kim Kwang,Individual,AU
Yong Choe Chun,Individual,AU
Yong Ri Su,Individual,AU
Yongwon Cho,Individual,AU
YOSEF Zvi Bar,Individual,AU
YOSEPH Zvi BAR,Individual,AU
Youcef Abou,Individual,AU
Youcef Adel ,Individual,AU
YOUNES Jamal,Individual,AU
YOUNES Tawfik,Individual,AU
YOUNES Tawfiq,Individual,AU
Young-Chul,Individual,AU
Younis al-Mauritani,Individual,AU
Younous Omar,Individual,AU
Younous Oumar,Individual,AU
Youseff Hany,Individual,AU
Youssef Hani,Individual,AU
Youssef Hany Elsayed,Individual,AU
Yuan Tsang Yung,Individual,AU
Yun Ho-chin,Individual,AU
YUN HO-JIN,Individual,AU
YUNES Jamal,Individual,AU
YUNES Tawfik,Individual,AU
YUNES Tawfiq,Individual,AU
Yunis al-Mauritani,Individual,AU
Yunos Mukhlis,Individual,AU
Yunos Muklis,Individual,AU
Yunos Saifulla Moklis,Individual,AU
Yunos Saifullah Mukhlis,Individual,AU
Yunus Muhammad,Individual,AU
Yuri Valentinovich KOVALCHUK ,Individual,AU
Yury Yakovlevich CHAIKA ,Individual,AU
Yusef Hajj,Individual,AU
Yusef Hani,Individual,AU
Yusef Hani El Sayyed Elsebai,Individual,AU
Yushchenko Alexander,Individual,AU
Yushchenko Alexander Andreevich,Individual,NZ
Yusif Haji,Individual,AU
Yusif Hajji,Individual,AU
Yusif Hani Al-Sayyid Al-Sebai,Individual,AU
Yusuf,Individual,AU
Yusuf Abu-al-Karkh,Individual,AU
Yusuf Al-Madani,Individual,AU
Yusuf Muhammad,Individual,AU
Yves Andoul Karim ,Individual,AU
Zabihpour Ameneh Sadat,Individual,AU
Zabin Abu Sagar,Individual,AU
Zabin Abu Saqar,Individual,AU
Zabin Sultan Saleh Aida Aida,Individual,AU
Zabralova Olga Sergeyevna,Individual,"NZ, AU"
Zabrotsky Dmitry Alexandrovich,Individual,"NZ, AU"
Zacky Al Abu Syekh Al,Individual,AU
Zada Ahmad Jan Akhund,Individual,AU
ZADACHIN Andrei Andreevich,Individual,AU
ZADACHIN Andrey Andreevich,Individual,AU
ZADRAN MUHAMMAD OMAR,Individual,AU
Zafar Iqbal Chaudhry ,Individual,AU
Zaffer Iqbal ,Individual,AU
ZAGHRAYBA Khaleel,Individual,AU
ZAGHRAYBA Khalil,Individual,AU
ZAGHRAYBAH Khaleel,Individual,AU
ZAGHRAYBAH Khalil,Individual,AU
ZAGHRAYBE Khaleel,Individual,AU
ZAGHRAYBE Khalil,Individual,AU
ZAGHRAYBEH Khaleel,Individual,AU
ZAGHRAYBEH Khalil,Individual,AU
Zahar Mahmoud,Individual,AU
Zahar Mahmoud Khaled Al,Individual,AU
Zahed Abdul Rahman,Individual,AU
ZAHEDI Ali Reza,Individual,AU
ZAHEDI Mohammad,Individual,AU
ZAHEDI Mohammad Raza,Individual,AU
Zahedi Mohammad Reza,Individual,AU
ZAHEDI Mohammadreza,Individual,AU
Zahhar Mahmoud Khaled,Individual,AU
Zahid Abdul Rehman,Individual,AU
Zahid Mohammad,Individual,AU
ZAHIDI Mohammad Reza,Individual,AU
Zahir Shams ur-Rahman Abdul,Individual,AU
Zahra Abu,Individual,AU
Zahra Pak,Individual,AU
Zahrani Abu Sara,Individual,AU
ZAIE Ebrahim KOOCHAK,Individual,AU
Zaimeche Abderrezak,Individual,AU
ZAITOUN Dib,Individual,AU
Zaitsau Aliaksandr Mikalaevich,Individual,NZ
ZAITSEV Vladimir Egorovich,Individual,NZ
Zakariya ,Individual,AU
ZAKHARENKO Alexander Nikolaevich,Individual,NZ
Zakharov Konstantin,Individual,AU
Zakharov Konstantin Yurievich,Individual,NZ
Zakharova Maria Vladimirovna,Individual,"NZ, AU"
Zakir,Individual,AU
Zakir Abdul Rauf,Individual,AU
Zakir Qari,Individual,AU
ZALDASTANOV Aleksandr Sergeevich,Individual,AU
ZALDOSTANOV Alexander Sergeevich,Individual,AU
Zamlelova Svetlana Georgiyevna,Individual,"NZ, AU"
ZAMRENI Muhamad,Individual,AU
ZAMRENI Muhammed,Individual,AU
ZAMRINI Muhammad,Individual,AU
ZAMRINI Muhammed,Individual,AU
Zaporozhskaya Svetlana ,Individual,NZ
Zarga,Individual,AU
Zarkaoui Imed Ben Mekki,Individual,AU
Zatulin Konstantin Fyodorovich,Individual,"NZ, AU"
ZAUERS Dmitrii  Vladimirovich,Individual,NZ
Zaurbek Salimovich Guchaev ,Individual,AU
Zavalny Pavel Nikolaevich,Individual,NZ
Zavarzin Victor Mikhailovich,Individual,NZ
ZAVIZENOV Konstantin Vladimirovich,Individual,NZ
Zavizon Aleksey Vladimirovich,Individual,"NZ, AU"
Zaw Aung Kyaw,Individual,AU
Zawiya Osama,Individual,AU
Zawiyah Osama,Individual,AU
Zaww Aung Kyaw,Individual,AU
Zaydi Ghalib al,Individual,AU
Zayniyah Jamal Husayn,Individual,AU
ZAYTUN Mohamed Dib,Individual,AU
ZAYTUN Mohammed Dib,Individual,AU
ZDRILIUK Serghiei,Individual,AU
ZDRILIUK Serhii Anatoliyovych,Individual,AU
ZDRILIUK Serhiy Anatoliyovych,Individual,AU
ZDRILYUK Sergei,Individual,AU
ZDRILYUK Sergey,Individual,AU
ZDRYLYUK Sergey Anatolevich,Individual,AU
ZDRYLYUK Serhiy,Individual,AU
ZDUNOV Artem Oleksiiovych,Individual,AU
ZDUNOV Artyom Alexeevich,Individual,AU
ZEGHRAYBA Khaleel,Individual,AU
Zein Hisyam Bin,Individual,AU
Zeiniye Jamal Hussein Hassan,Individual,AU
ZEITOUN Mohammad Dib,Individual,AU
ZEITOUN Mohammed Dib,Individual,AU
ZEITUN Mohammed Dib,Individual,AU
Zgbye Meri Albdelfattah,Individual,AU
ZGHRAYBIH Khalil,Individual,AU
Zhamsuyev Bair Bayaskhalanovich,Individual,"NZ, AU"
Zhang Wen-Fu,Individual,AU
Zhanna Ryabtseva ,Individual,AU
Zharov Aleksandr Aleksandrovich,Individual,"NZ, AU"
Zharov Alexander Alexandrovich,Individual,AU
ZHDANOVA Ekaterina ,Individual,NZ
ZHELEZNYAK Sergei,Individual,AU
ZHELEZNYAK Sergei Vladimirovich,Individual,AU
ZHELEZNYAK Serhiy Volodymyrovych,Individual,AU
ZHELTIAKOV Mikhail,Individual,AU
ZHELTYAKOV Mihail Vasilevich,Individual,AU
ZHELTYAKOV Mikhail Vasilevich,Individual,NZ
Zhidko Gennady Valeryevich,Individual,"NZ, AU"
ZHILKO Larisa Leonidovna,Individual,AU
Zhirinovsky Vladimir  Volfovich ,Individual,NZ
ZHUK Andrey,Individual,AU
Zhuk Andrey Vladimirovich,Individual,NZ
Zhukov Alexander Arkadyevich,Individual,NZ
Zhukov Alexander Dmitrievich,Individual,"NZ, AU"
ZHUKOVA Alexandra Gennadyevna,Individual,AU
Zhukova Anastasia Gennadyevna,Individual,NZ
Zhuravlev Alexey Alexandrovich,Individual,NZ
Zhuravlev Evgeny Nikolaevich,Individual,NZ
Zhuravlev Nikolai Andreyevich,Individual,"NZ, AU"
Zhuravlyev Aleksei,Individual,AU
Zhuravlyov Alexander Alexandrovich,Individual,"NZ, AU"
Zhurova Svetlana,Individual,AU
Zhurova Svetlana Sergeevna,Individual,NZ
Zia Agha ,Individual,AU
ZIBAYINEJAD Mohammad-Hossein,Individual,AU
Zidane Mohammed Salahaldin Abd El Halim,Individual,AU
ZIMA Petr,Individual,AU
ZIMA Petr Anatolyevich,Individual,AU
ZIMA Pyotr Anatoliyovych,Individual,AU
Zimulinda,Individual,AU
ZIMURINDA INNOCENT,Individual,AU
Zinira Abu,Individual,AU
ZLATKIS Bella Ilyinichna,Individual,NZ
Zlenko Yelena Gennadyevna,Individual,"NZ, AU"
Zlitni Abdelhafiz,Individual,AU
Zobnev Viktor Viktororvich,Individual,"NZ, AU"
Zoghbi Merai Abdefattah Khalil,Individual,AU
ZOLKADR Mohammad Bakr,Individual,AU
Zolotov Viktor Vasilyevich,Individual,"NZ, AU"
ZOLQADIR Mohammad Baqer,Individual,AU
ZOLQADR Mohammad Bakr,Individual,AU
ZOLQADR Mohammad BAQER,Individual,AU
ZOUAI Mohamed Abou EL-KASSIM,Individual,"NZ, AU"
Zouheir Al Maghribi  ,Individual,AU
Zubaidi Muhammad Hamza,Individual,AU
ZUBAREV Igor Dmitriyevich,Individual,AU
Zubarev Igor Dmitryevich,Individual,NZ
Zufar Abu,Individual,AU
Zukaitz,Individual,AU
Zul,Individual,AU
Zul Mbah,Individual,AU
Zulkarnaen,Individual,AU
Zulkarnaen Ustad Daud,Individual,AU
Zulkarnain,Individual,AU
Zulkarnan,Individual,AU
Zulkarnin,Individual,AU
Zusko Mikhail Stepanovich,Individual,NZ
ZYMA Colonel Petro Anatoliyovych,Individual,AU
ZYMA Petro,Individual,AU
ZYMA Petro Anatoliyovych,Individual,AU
Zyuganov Gennady Andreevich,Individual,"NZ, AU"
YEHOROV Maksym Borysovych,,
GLADKOV Vyacheslav Vladimirovich,,
HLADKOV Vyacheslav Volodymyrovych,,
GOLUBEV Vasily Yuryevich,,
GOLUBEV Vasiliy Yur'yevich,,
GUSEV Alexander Viktorovich,,
HUSIEV Oleksandr Viktorovych,,
KHABIROV Radiy Faritovich,,
KHABIROV Radii Farytovych,,
KUVSHINNIKOV Oleg Aleksandrovich,,
KUVSHYNNIKOV Oleh Oleksandrovych,,
MOOR Aleksandr Viktorovich,,
MOOR Oleksandr Viktorovych,,
MOOR Alexander Viktorovich,,
NIKOLAYEV Aysen Sergeyevich,,
NIKOLAEV Aisen Serhiiovych,,
NIKOLAYEV Oleg Alekseyevich,,
NIKOLAEV Oleh Oleksiiovych,,
PASLER Denis Vladimirovich,,
PASLER Denys Volodymyrovych,,
TEKSLER Aleksey Leonidovich,,
TEKSLER Oleksii Leonidovych,,
TEKSLER Aleksei Leonidovich,,
TOMENKO Viktor Petrovich,,
TOMENKO Viktor Petrovych,,
TRAVNIKOV Andrey Aleksandrovich,,
TRAVNIKOV Andrei Oleksandrovych,,
UYBA Vladimir Viktorovich,,
UIBA Valentin Viktorovich,,
VLADIMIROV Vladimir Vladimirovich,,
VOROBYOV Andrey Yuryevich,,
VOROBIOV Andrei Yuriiovych,,
Andrey Yur'yevich VOROB'YEV,,
RUDENYA Igor Mikhaylovich,,
RUDENIA Igor Mikhailovich,,
SHAPSHA Vladislav Valeryevich,,
SHAPSHA Vladislav Valer'yevich,,
CHIBIS Andrei Vladimirovich,,
CHIBIS Andrey Vladimirovich,,
BABUSHKIN Igor Yuryevich,,
BABUSHKIN Igor Yur'yevich,,
ORLOV Vasily Aleksandrovich,,
ORLOV Vasilii Aleksandrovich,,
KONDRATYEV Veniamin Ivanovich,,
KONDRATYEV Venyamyn Ivanovych,,
BURKOV Alexander Leonidovich,,
BURKOV Aleksandr Leonidovich,,
TSYBULSKY Alexander Vitalyevich,,
TSYBULSKY Aleksandr Vital'yevich,,
NOSOV Sergey Konstantinovich,,
NOSOV Sergei Konstantinovich,,
MELIKOV Sergey Alimovich,,
MELIKOV Sergei Alimovich,,
TSIVILYOV Sergey Yevgenyevich,,
TSIVILEV Sergei Evgenievich,,
Roman Viktorovich BUSARGIN  ,,
BUSARHIN Roman Viktorovych,,
NIKITIN Andrey Sergeevich,,
NIKITIN Andrei Sergeyevich,,
STAROVOYT Roman Vladimirovich,,
STAROVOIT Roman Vladimirovich,,
USS Alexander Viktorovich,,
USS Aleksandr Viktorovich,,
BOGOMAZ Aleksandr Vasilyevich,,
BOGOMAZ Aleksandr Vasil'yevich,,
AVDEYEV Aleksandr Aleksandrovich,,
AVDEEV Alexander Aleksandrovich,,
ARTYUKHOV Dmitry Andreevich,,
ARTIUKHOV Dmitrii Andreevich,,
Vladimir Grigorevich KULISHOV,,
Vladimir Grigorjevitj KULISJOV,,
Vladimir Grigor'yevich KULISHOV,,
Vadim Alekseevich SUBBOTIN,,
Vadim Alexeevich SUBBOTIN,,
Oleg Aleksandrovich TERLYAKOV,,
Oleg Aleksandrovich TERLIAKOV,,
VAGNER Milosh Eduardovich,,
VAGNER Milosh E'duardovich,,
WAGNER Milos,,
LOGUNOV Vladimir Viktorovich,,
GOSTEV Arkadiy Aleksandrovich,,
GOSTEV Arkady Alexandrovich,,
BEZRUKIKH Dmitry Nikolaevich,,
GUNDYAYEV Vladimir Mikhailovich,,
GUNDYAEV Vladimir Mikhailovich,,
Moscow Kirill I of,,
Kirill Patriarch,,
DUGIN Alexander Gelyevich,,
DUGIN Aleksandr Gelyevich,,
DUGIN Aleksandr Geljevitj,,
KOCHKIN Aleksander Viktorovich,,
KOTJKIN Aleksandr Viktorovitj,,
KOCHKIN Alexander Viktorovich,,
TITOV Boris Yuryevich,,
TITOV Pavel Borisovich,,
MYACHIN Viktor Evgenyevich,,
REPIK Alexey Evgenyevich,,
REPIK Aleksey Evgenyevich,,
SHKOLOV Evgeny Mikhailovich,,
SHKOLOV Evgeniy Mikhailovich,,
OREKHOV Yury Yuryevich,,
ERNST Konstantin Lvovich,,
ERNST Kostyantyn Lvovych,,
ERNST Konstantin Lvovitj,,
KOROTCHENKO Igor Yurievich,,
KOROTCHENKO Ihor Yuriiovych,,
KOROTTSJENKO Igor Jurevitsj,,
DAMAVANDIAN Ghassem,,
Qassem DAMAVANDIAN ,,
Hamidreza SHARIFI-TEHRANI ,,
Hamid Reza SHARIFI-TEHRANI ,,
Reza KHAKI ,,
Majid Reza NIYAZI-ANGILI ,,
ANGILI Majid Reza NAYYARI,,
NIAZI Majid Reza,,
Vali ARLANIZADEH ,,
Vali ARLANI ZADEH ,,
Hossein SHAMSABADI ,,
Hosein SHAMSABADI ,,
Ali Reza TANGSIRI ,,
TANGSIRI Alireza,,
REZA Tangsiri Ali,,
TANGSIRI Ali Rida,,
Abualfazl NAZERI ,,
Abolfazl NAZARI ,,
Mohsen ASADI ,,
Mohammad Sadegh HEIDARI MOUSA ,,
HEIDARI Mohammad Ali Mohammad Sadegh,,
HEYDARI Mohammad Sadegh,,
MUSA Mohammad Sadegh HEIDARI,,
Abulfazl SALEHNEJAD ,,
Abulfazl SALEH-NEJAD,,
SALEHNEZHAD Abolfazl,,
SALEHNEZHAD Abolfazl Ali,,
Mohammad Reza MOHAMMADI ,,
Abulghasem VALAGOHAR ,,
VALAGOHAR Abulqassem,,
VALAGOHAR Abolghasem,,
RAFIEI Enayatollah,,
KHOSHNAMVAND Ali,,
Fatemeh GHORBAN-HOSSEINI,,
HOSSEINI Fatemeh GHORBAN,,
HOSSEIN Fatemeh GHORBAN,,
SAFARI Parastou,,
NILFRUSHAN Abbas Mortaza,,
NILFRUSHAN Abbas,,
NILFOROSHAN Abbas,,
JAVANI Yadollah,,
NEJAD Hossein ZIBAEE,,
NEJAT Hossein,,
NEJAT Mohammad Hossein,,
NEJAD Mohammad ZIBAEE,,
NEJAD Mohammad Hossein ZIBAEE,,
ZIBAYINEJAD Mohammad-Hossein,,
NEJAD Mohammad Hossein Zibaee,,
KARAMI Mohammad,,
AZIMI Mohammad Nazar,,
AZIMI Mohammad,,
AZIMI Mohammadnazar,,
ASIABANI Kourosh,,
ASIABANI Kurosh,,
ASIABANI Korosh,,
ASIYABANI Koresh,,
FADA Mojtaba,,
SAJEDINIA Hossein,,
Hossein SAJEDI-NIA,,
NIA Hossein SAJEDI,,
KOCHZAEI Ebrahim,,
KOUCHAKZAEI Ebrahim,,
KOCHZAI Ebrahim,,
ZAIE Ebrahim KOOCHAK,,
Ebrahim Mohammad KUCHZA’I,,
KOCHEKZAEI Ebrahim,,
MIRHEIDARI Mohammad Reza,,
MIRHEYDARY Mohammad Reza,,
ALTABAEVA Ekaterina Borisovna,,
ALTABAEVA Kateryna Borysivna,,
BASOVA Lidia Aleksandrovna,,
BASOVA Lidiya Oleksandrivna,,
DANILENKO Sergei Andreevich,,
DANILENKO Sergey Andreevich,,
GOTSANYUK Yuriy Mikhailovich,,
HOTSANIUK Iurii Mykhailovych,,
NEMTSEV Vladimir Vladimirovich,,
NEMTSEV Volodymyr Volodymyrovych,,
PYRKOVA Ekaterina Eduardovna,,
PYRKOVA Kateryna Eduardivna,,
RAZVOZHAEV Mikhail Vladimirovich,,
RAZOVOZHAEV Mykhailo Volodymyrovich,,
Rajab Maulawi,,
Salahudin Maulawi Rajab,,
Azam Sultan Aziz,,
CHIKHANCHIN Yury Anatolevich,,
CHIKHANCHIN Yurii Anatolievich,,
ORESHKIN Maksim Stanislavovich,,
ORESHKIN Maksym Stanislavovych,,
ORESHKIN Maxim,,
BRYCHYOVA Larissa Igorevna,,
BRYCHEVA Larysa Ihorivna,,
BRYCHYOVA Larisa,,
Sergey Nikolayevich DUBINSKIY  ,,
Sergey Nikolayevich DUBINSKY ,,
Leonid Volodymyroviych KHARCHENKO ,,
MUCHKAEV Sergey Borisovich,,
MUCHKAYEV Sergey Borisovich,,
SHADURA Vadim Evgenievich,,
LOZITSKY Aleksandr Vitalevich,,
LOZYTSKYI Oleksandr,,
LOZITSKIY Aleksandr Vitalevich,,
KRIVETS Aleksandr,,
KRIVETS Aleksandr Sergeevich,,
PYZHIK Yuri,,
PYZHIK Yuri Nikolaevich,,
PYZHYK Yurii Mykolaiovych,,
BELOUSOV Andrei Removich,,
BELOUSOV Andrej Removitj,,
BELOUSOV Andrey Removich,,
CHERNYSHENKO Dmitry Nikolaevich,,
CHERNYSHENKO Dmytro Mykolaiovych,,
CHERNYSHENKO Dmitrii Nikolayevich,,
MOSKALKOVA Tatiana Nikolaevna,,
MOSKALKOVA Tatyana Nikolaevna,,
MOSKALKOVA Tatiana Nikolajevna,,
TURCHAK Andrey Anatolyevich,,
TURCHAK Andrei Anatolievich,,
TURTJAK Andrej Anatoljevitj,,
LEPIN Vladimir Nikolaevich,,
LEPIN Vladimir Nikolayevich,,
KOLESOV Nikolay Aleksandrovych,,
KOLESOV Nykolai Alexandrovich,,
KOLESOV Nikolai Alexandrovich,,
Sergey Vadimovich ABISOV  ,,
ABISOV Sergiy Vadymovych,,
ABISOV Serhiy Vadymovych,,
ABISOV Serhii Vadymovych,,
ABISOV Sergey Vladimovich,,
Larisa Leonidovna AIRAPETYAN ,,
AYRAPETYAN Larysa,,
AIRAPETYAN Larisa,,
AIRAPETYAN Larysa,,
AYRAPETYAN Larysa Leonidivna,,
ZHILKO Larisa Leonidovna,,
HAYRAPETYAN Larisa Leonidovna,,
AIRAPETIAN Larysa,,
HAYRAPETYAN Larysa,,
ANTIPOV Igor Yuriyovich,,
ANTIPOV Ihor,,
ANTIPOV Igor Yurievich,,
ANTIPOV Igor Yurevich,,
ANTYPOV Ihor Yuriiovych,,
ANTYUFEYEV Vladimir Yurevich,,
SHEVTSOV Vladimir,,
ANTIUFEEV Vladimir Iurievici,,
