Ідентифікатор в реєстрі,Ім'я/назва суб'єкта,Тип,Статус,Указ Президента,Дата введення в дію,США,Велика Британія,Канада,ЄС,Швейцарія,Японія,Австралія,Нова Зеландія,Посилання на рішення
26528,"Акціонерне товариство ""ЛОЕСК-Електричні мережі Санкт-Петербурга та Ленінградської області""",legal,active,773/2023,2023-11-23,,,,,,,,,
26529,"Акціонерне товариство ""Волгоградоблелектро""",legal,active,773/2023,2023-11-23,,,,,,,,,
26530,"Акціонерне товариство ""Об'єднана енергетична компанія""",legal,active,773/2023,2023-11-23,,,,,,,,,
26531,"Акціонерне товариство ""Московська обласна енергомережева компанія""",legal,active,773/2023,2023-11-23,,,,,,,,,
26532,"Акціонерне товариство ""Об'єднані регіональні електричні мережі Владимирської області""",legal,active,773/2023,2023-11-23,,,,,,,,,
26533,"Акціонерне товариство ""Холдинг ЕРСО""",legal,active,773/2023,2023-11-23,,,,,,,,,
26534,"Публічне акціонерне товариство енергетики та електрифікації ""Мосенерго""",legal,active,773/2023,2023-11-23,,,,,,,,,
26535,"Публічне акціонерне товариство ""Россєті Кубань""",legal,active,773/2023,2023-11-23,,,,,,,,,
26536,"Товариство з обмеженою відповідальністю ""АВАЛ""",legal,active,773/2023,2023-11-23,,,,,,,,,
26537,"Товариство з обмеженою відповідальністю ""Техенергохім-Груп""",legal,active,773/2023,2023-11-23,,,,,,,,,
26538,"Товариство з обмеженою відповідальністю ""ТехноХімРеагентБєл""",legal,active,773/2023,2023-11-23,,,,,,,,,
26539,"Товариство з обмеженою відповідальністю ""ТехноХімРеагентЧелябінськ""",legal,active,773/2023,2023-11-23,,,,,,,,,
26540,"Державне унітарне підприємство Волгоградської області ""Волгоградавтотранс""",legal,active,773/2023,2023-11-23,,,,,,,,,
26541,Металлоінвест Трейдінг АГ,legal,active,773/2023,2023-11-23,,,,,,,,,
26542,"Товариство з обмеженою відповідальністю ""Московський завод ""Фізприбор""",legal,active,773/2023,2023-11-23,,,,,,,,,
26543,"Товариство з обмеженою відповідальністю ""Трест""",legal,active,773/2023,2023-11-23,,,,,,,,,
26544,Груп Сі Юніверсал Лімітед,legal,active,773/2023,2023-11-23,,,,,,,,,
26545,"Державне унітарне підприємство Донецької народної республіки ""Шахта імені О.Ф. Засядька""",legal,active,773/2023,2023-11-23,,,,,,,,,
26546,"Товариство з обмеженою відповідальністю ""Донтранслогістик""",legal,active,773/2023,2023-11-23,,,,,,,,,
26547,"Товариство з обмеженою відповідальністю ""Бічевнинський елеватор""",legal,active,773/2023,2023-11-23,,,,,,,,,
26548,"Товариство з обмеженою відповідальністю ""Агро-Корм""",legal,active,773/2023,2023-11-23,,,,,,,,,
26549,"Акціонерне товариство ""Абі Продакт""",legal,active,773/2023,2023-11-23,,,,,,,,,
26550,"Закрите акціонерне товариство ""Союзенергоіндустрія""",legal,active,773/2023,2023-11-23,,,,,,,,,
26551,"Акціонерне товариство ""Грід Рус""",legal,active,773/2023,2023-11-23,,,,,,,,,
26552,"Акціонерне товариство ""Інженернобудівельна компанія ""Союз-Мережі""",legal,active,773/2023,2023-11-23,,,,,,,,,
26553,"Товариство з обмеженою відповідальністю ""Союзенергопроект""",legal,active,773/2023,2023-11-23,,,,,,,,,
26554,"Акціонерне товариство ""ССІ Інжиніринг""",legal,active,773/2023,2023-11-23,,,,,,,,,
26555,"Товариство з обмеженою відповідальністю ""Інфамед К""",legal,active,773/2023,2023-11-23,,,,,,,,,
26556,"Акціонерне товариство ""Фаберлік""",legal,active,773/2023,2023-11-23,,,,,,,,,
26557,"Товариство з обмеженою відповідальністю ""Сенгара""",legal,active,773/2023,2023-11-23,,,,,,,,,
26558,"Товариство з обмеженою відповідальністю ""Фаберлік Фешн Фекторі""",legal,active,773/2023,2023-11-23,,,,,,,,,
26559,"Товариство з обмеженою відповідальністю ""Новий Крим""",legal,active,773/2023,2023-11-23,,,,,,,,,
26560,"Товариство з обмеженою відповідальністю ""Ізотопна техніка""",legal,active,773/2023,2023-11-23,,,,,,,,,
26561,"Федеральна державна казенна установа ""Донський рятувальний центр МНС Росії""",legal,active,773/2023,2023-11-23,,,,,,,,,
26562,Республіканський онкологічний центр імені професора Г.В.Бондаря Міністерства охорони здоров`я Донецької Народної Республіки,legal,active,773/2023,2023-11-23,,,,,,,,,
26563,"Товариство з обмеженою відповідальністю ""РЖД-Техсервіс""",legal,active,773/2023,2023-11-23,,,,,,,,,
26564,"Товариство з обмеженою відповідальністю ""Холдингова компанія ""Гута""",legal,active,773/2023,2023-11-23,,,,,,,,,
26565,"Некомерційне партнерство ""Група ""Гута""",legal,active,773/2023,2023-11-23,,,,,,,,,
26566,"Товариство з обмеженою відповідальністю ""Об'єднані кондитери""",legal,active,773/2023,2023-11-23,,,,,,,,,
26567,"Акціонерне товариство ""ГутаДевелопмент""",legal,active,773/2023,2023-11-23,,,,,,,,,
26568,"Товариство з обмеженою відповідальністю ""Гута-Інвест""",legal,active,773/2023,2023-11-23,,,,,,,,,
26569,"Товариство з обмеженою відповідальністю ""Гута-Фінанс""",legal,active,773/2023,2023-11-23,,,,,,,,,
26570,"Публічне акціонерне товариство ""Московська кондитерська фабрика ""Красний Октябрь""",legal,active,773/2023,2023-11-23,,,,,,,,,
26571,"Відкрите акціонерне товариство ""Рот Фронт""",legal,active,773/2023,2023-11-23,,,,,,,,,
26572,"Відкрите акціонерне товариство ""Кондитерський концерн ""Бабаєвський""",legal,active,773/2023,2023-11-23,,,,,,,,,
26573,"Акціонерне товариство ""Холдингова компанія ""Об'єднані кондитери""",legal,active,773/2023,2023-11-23,,,,,,,,,
26574,"Товариство з обмеженою відповідальністю ""Московський фондовий центр""",legal,active,773/2023,2023-11-23,,,,,,,,,
26575,"Акціонерне товариство ""Реджі-Проф""",legal,active,773/2023,2023-11-23,,,,,,,,,
26576,"Акціонерне товариство ""ГутаСтрахування""",legal,active,773/2023,2023-11-23,,,,,,,,,
26577,"Товариство з обмеженою відповідальністю ""Управляюча компанія ""Сервіс-Груп""",legal,active,773/2023,2023-11-23,,,,,,,,,
26578,"Акціонерне товариство ""Інвестконтраст""",legal,active,773/2023,2023-11-23,,,,,,,,,
26579,"Товариство з обмеженою відповідальністю ""Торговий Дім Термекс""",legal,active,773/2023,2023-11-23,,,,,,,,,
